episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,timers/learner_dequeue_time_ms,timers/learner_grad_time_ms,timers/learner_grad_throughput,timers/learner_overall_time_ms,timers/learner_overall_throughput,info/num_steps_sampled,info/num_weight_syncs,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,info/exploration_infos,perf/cpu_util_percent,perf/ram_util_percent,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles,info/replay_shard_0/add_batch_time_ms,info/replay_shard_0/replay_time_ms,info/replay_shard_0/update_priorities_time_ms,info/learner/policy_0/cur_lr,info/learner/policy_0/mean_q,info/learner/policy_0/min_q,info/learner/policy_0/max_q,info/learner/policy_0/mean_td_error,info/replay_shard_0/policy_policy_0/added_count,info/replay_shard_0/policy_policy_0/sampled_count,info/replay_shard_0/policy_policy_0/est_size_bytes,info/replay_shard_0/policy_policy_0/num_entries
nan,nan,nan,nan,0,6,15104,False,0,1,d21cdff1a13f4009bacf4ef659439535,2020-11-18_00-19-11,1605676751,98.87737083435059,98.87737083435059,18392,Govind,10.0.0.188,98.87737083435059,0,1,4c998_00000,0,[],[],91.293,47.505,10777.705,138.799,3688.796,15104,29,172032,163840,16,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.11090317}, {'cur_epsilon': 0.030748786}, {'cur_epsilon': 0.008525345}, {'cur_epsilon': 0.0023637195}, {'cur_epsilon': 0.00065536}]",99.11818181818181,64.1848484848485,338,0.42,0.6660330322138686,"[0.0, 0.0, 0.0, 1.1000000000000014, 2.0]",743.888,102.554,136.291,9.999999747378752e-05,0.60788804,0.25143677,1.2548403,0.0103274435,76800,45568,137625600,76800
2.7524637681159336,-0.17202898550724655,0.4515760869565201,900.0,8,6,30208,False,8,2,d21cdff1a13f4009bacf4ef659439535,2020-11-18_00-21-03,1605676863,112.7425422668457,211.6199131011963,18392,Govind,10.0.0.188,211.6199131011963,0,2,4c998_00000,0,"[-0.1720289855072465, 1.3762318840579668, 2.7524637681159336, -0.17202898550724655, 0.0, 0.0, -0.1720289855072465, 0.0]","[900, 900, 900, 900, 900, 900, 900, 900]",55.105,58.195,8798.018,113.3,4518.963,30208,59,598528,593920,58,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.11090317}, {'cur_epsilon': 0.030748786}, {'cur_epsilon': 0.008525345}, {'cur_epsilon': 0.0023637195}, {'cur_epsilon': 0.00065536}]",99.6874125874126,82.7118881118881,1171,0.32,0.5455272678794342,"[0.0, 0.0, 0.0, 1.0, 2.0]",760.899,114.101,137.449,9.999999747378752e-05,0.21607633,-0.06172049,0.64435816,0.0029427377,148480,153088,179200000,100000
7.103247863247886,-0.17202898550724655,3.3372089836492007,749.5625,8,6,45312,False,16,3,d21cdff1a13f4009bacf4ef659439535,2020-11-18_00-22-59,1605676979,115.19870138168335,326.81861448287964,18392,Govind,10.0.0.188,326.81861448287964,0,3,4c998_00000,0,"[5.7564387464387545, 6.933646723646727, 6.594444444444424, 5.437236467236461, 7.103247863247886, 7.103247863247847, 5.257635327635338, 5.596837606837621, -0.1720289855072465, 1.3762318840579668, 2.7524637681159336, -0.17202898550724655, 0.0, 0.0, -0.1720289855072465, 0.0]","[325, 398, 431, 449, 608, 782, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900]",73.891,51.911,9862.949,126.102,4060.219,45312,88,1028096,1024000,100,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.11090317}, {'cur_epsilon': 0.030748786}, {'cur_epsilon': 0.008525345}, {'cur_epsilon': 0.0023637195}, {'cur_epsilon': 0.00065536}]",99.26137931034484,80.95103448275862,2009,0.36,0.6858571279792899,"[0.0, 0.0, 0.0, 1.0, 3.0]",773.891,103.284,152.1,9.999999747378752e-05,0.2706928,0.121154234,0.63349843,0.00018590316,253440,248832,179200000,100000
31.173067484662866,-24.341411042944394,3.962162770771663,672.8846153846154,10,6,60416,False,26,4,d21cdff1a13f4009bacf4ef659439535,2020-11-18_00-24-53,1605677093,114.64081192016602,441.45942640304565,18392,Govind,10.0.0.188,441.45942640304565,0,4,4c998_00000,0,"[31.173067484662866, 5.238895705521479, -24.341411042944394, 6.2153711790393045, 1.6227607361963148, 5.921713441654341, 7.0319631901841175, 8.113803680981617, 5.048588957055211, 3.5961349693251603, -0.1720289855072465, 1.3762318840579668, 2.7524637681159336, -0.17202898550724655, 0.0, 0.0, -0.1720289855072465, 0.0, 5.7564387464387545, 6.933646723646727, 6.594444444444424, 5.437236467236461, 7.103247863247886, 7.103247863247847, 5.257635327635338, 5.596837606837621]","[680, 679, 900, 22, 900, 61, 446, 451, 746, 617, 900, 900, 900, 900, 900, 900, 900, 900, 325, 398, 431, 449, 608, 782, 900, 900]",41.916,65.885,7771.072,107.802,4749.464,60416,118,1464320,1464320,143,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.11090317}, {'cur_epsilon': 0.030748786}, {'cur_epsilon': 0.008525345}, {'cur_epsilon': 0.0023637195}, {'cur_epsilon': 0.00065536}]",99.37241379310345,81.94413793103448,2861,0.66,1.1244554237496478,"[0.0, 0.0, 0.0, 2.1000000000000014, 5.0]",824.347,88.354,134.567,9.999999747378752e-05,0.055122286,-0.050262995,0.29350185,-0.012328887,337920,354304,179200000,100000
31.173067484662866,-24.341411042944394,3.9712709214593667,644.4285714285714,9,6,75520,False,35,5,d21cdff1a13f4009bacf4ef659439535,2020-11-18_00-26-47,1605677207,113.74434781074524,555.2037742137909,18392,Govind,10.0.0.188,555.2037742137909,0,5,4c998_00000,0,"[4.834177583697207, 0.17264919941775836, 1.2085443959243096, 7.941863173216831, 5.941713441654347, 5.62660944206009, 7.135007385524395, -3.6156331877728323, 6.733318777292489, -0.1720289855072465, 1.3762318840579668, 2.7524637681159336, -0.17202898550724655, 0.0, 0.0, -0.1720289855072465, 0.0, 5.7564387464387545, 6.933646723646727, 6.594444444444424, 5.437236467236461, 7.103247863247886, 7.103247863247847, 5.257635327635338, 5.596837606837621, 31.173067484662866, 5.238895705521479, -24.341411042944394, 6.2153711790393045, 1.6227607361963148, 5.921713441654341, 7.0319631901841175, 8.113803680981617, 5.048588957055211, 3.5961349693251603]","[900, 900, 670, 666, 21, 31, 72, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 325, 398, 431, 449, 608, 782, 900, 900, 680, 679, 900, 22, 900, 61, 446, 451, 746, 617]",48.594,57.206,8950.052,105.801,4839.284,75520,147,1897472,1894400,185,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.11090317}, {'cur_epsilon': 0.030748786}, {'cur_epsilon': 0.008525345}, {'cur_epsilon': 0.0023637195}, {'cur_epsilon': 0.00065536}]",99.33611111111112,81.94513888888888,3707,0.26,0.482078831727758,"[0.0, 0.0, 0.0, 1.0, 2.0]",752.924,103.112,142.044,9.999999747378752e-05,0.008956852,-0.10497477,0.21766502,0.0022264514,401920,467456,179200000,100000
31.173067484662866,-24.341411042944394,3.979179140757697,654.7435897435897,4,6,90624,False,39,6,d21cdff1a13f4009bacf4ef659439535,2020-11-18_00-28-42,1605677322,115.25612115859985,670.4598953723907,18392,Govind,10.0.0.188,670.4598953723907,0,6,4c998_00000,0,"[-0.34529839883552327, 5.616609442060024, 6.277410586552184, 4.644782608695638, -0.1720289855072465, 1.3762318840579668, 2.7524637681159336, -0.17202898550724655, 0.0, 0.0, -0.1720289855072465, 0.0, 5.7564387464387545, 6.933646723646727, 6.594444444444424, 5.437236467236461, 7.103247863247886, 7.103247863247847, 5.257635327635338, 5.596837606837621, 31.173067484662866, 5.238895705521479, -24.341411042944394, 6.2153711790393045, 1.6227607361963148, 5.921713441654341, 7.0319631901841175, 8.113803680981617, 5.048588957055211, 3.5961349693251603, 4.834177583697207, 0.17264919941775836, 1.2085443959243096, 7.941863173216831, 5.941713441654347, 5.62660944206009, 7.135007385524395, -3.6156331877728323, 6.733318777292489]","[900, 900, 280, 900, 900, 900, 900, 900, 900, 900, 900, 900, 325, 398, 431, 449, 608, 782, 900, 900, 680, 679, 900, 22, 900, 61, 446, 451, 746, 617, 900, 900, 670, 666, 21, 31, 72, 900, 900]",59.389,54.015,9478.875,113.404,4514.85,90624,177,2326016,2324480,227,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.11090317}, {'cur_epsilon': 0.030748786}, {'cur_epsilon': 0.008525345}, {'cur_epsilon': 0.0023637195}, {'cur_epsilon': 0.00065536}]",99.52708333333334,82.31458333333333,4543,0.42,0.7236021006050218,"[0.0, 0.0, 0.0, 1.1000000000000014, 3.0]",790.712,97.451,149.556,9.999999747378752e-05,-0.13561636,-0.33787987,0.3091887,0.03256302,483840,572416,179200000,100000
32.155155096010844,-24.341411042944394,4.430321246057702,692.0652173913044,7,6,105728,False,46,7,d21cdff1a13f4009bacf4ef659439535,2020-11-18_00-30-36,1605677436,113.08250975608826,783.542405128479,18392,Govind,10.0.0.188,783.542405128479,0,7,4c998_00000,0,"[15.902821270309959, -1.223293943870025, 32.155155096010844, 4.85722573273506e-17, -0.17475627769572244, 3.4951255539143222, -1.5482608695652122, -0.1720289855072465, 1.3762318840579668, 2.7524637681159336, -0.17202898550724655, 0.0, 0.0, -0.1720289855072465, 0.0, 5.7564387464387545, 6.933646723646727, 6.594444444444424, 5.437236467236461, 7.103247863247886, 7.103247863247847, 5.257635327635338, 5.596837606837621, 31.173067484662866, 5.238895705521479, -24.341411042944394, 6.2153711790393045, 1.6227607361963148, 5.921713441654341, 7.0319631901841175, 8.113803680981617, 5.048588957055211, 3.5961349693251603, 4.834177583697207, 0.17264919941775836, 1.2085443959243096, 7.941863173216831, 5.941713441654347, 5.62660944206009, 7.135007385524395, -3.6156331877728323, 6.733318777292489, -0.34529839883552327, 5.616609442060024, 6.277410586552184, 4.644782608695638]","[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 325, 398, 431, 449, 608, 782, 900, 900, 680, 679, 900, 22, 900, 61, 446, 451, 746, 617, 900, 900, 670, 666, 21, 31, 72, 900, 900, 900, 900, 280, 900]",36.306,71.996,7111.511,108.302,4727.517,105728,206,2752512,2744320,268,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.11090317}, {'cur_epsilon': 0.030748786}, {'cur_epsilon': 0.008525345}, {'cur_epsilon': 0.0023637195}, {'cur_epsilon': 0.00065536}]",99.12447552447551,82.30000000000001,5377,0.46,0.6390618123468184,"[0.0, 0.0, 0.0, 1.0, 2.0]",779.404,119.857,150.029,9.999999747378752e-05,0.4027103,0.22391985,0.7198929,0.0061512454,560640,678912,179200000,100000
32.155155096010844,-24.341411042944394,4.0799063891548855,708.7,4,6,120832,False,50,8,d21cdff1a13f4009bacf4ef659439535,2020-11-18_00-32-30,1605677550,113.87786054611206,897.4202656745911,18392,Govind,10.0.0.188,897.4202656745911,0,8,4c998_00000,0,"[0.7050746268656712, -0.3404005722460658, -0.3404005722460646, 0.17626865671641792, -0.1720289855072465, 1.3762318840579668, 2.7524637681159336, -0.17202898550724655, 0.0, 0.0, -0.1720289855072465, 0.0, 5.7564387464387545, 6.933646723646727, 6.594444444444424, 5.437236467236461, 7.103247863247886, 7.103247863247847, 5.257635327635338, 5.596837606837621, 31.173067484662866, 5.238895705521479, -24.341411042944394, 6.2153711790393045, 1.6227607361963148, 5.921713441654341, 7.0319631901841175, 8.113803680981617, 5.048588957055211, 3.5961349693251603, 4.834177583697207, 0.17264919941775836, 1.2085443959243096, 7.941863173216831, 5.941713441654347, 5.62660944206009, 7.135007385524395, -3.6156331877728323, 6.733318777292489, -0.34529839883552327, 5.616609442060024, 6.277410586552184, 4.644782608695638, 15.902821270309959, -1.223293943870025, 32.155155096010844, 4.85722573273506e-17, -0.17475627769572244, 3.4951255539143222, -1.5482608695652122]","[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 325, 398, 431, 449, 608, 782, 900, 900, 680, 679, 900, 22, 900, 61, 446, 451, 746, 617, 900, 900, 670, 666, 21, 31, 72, 900, 900, 900, 900, 280, 900, 900, 900, 900, 900, 900, 900, 900]",64.305,52.647,9725.222,117.102,4372.257,120832,236,3183616,3174400,310,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.11090317}, {'cur_epsilon': 0.030748786}, {'cur_epsilon': 0.008525345}, {'cur_epsilon': 0.0023637195}, {'cur_epsilon': 0.00065536}]",99.28206896551725,82.50758620689655,6218,0.2,0.4,"[0.0, 0.0, 0.0, 1.0, 1.0]",766.454,99.198,150.005,9.999999747378752e-05,0.19126567,0.0827772,0.4465836,0.0023512887,637440,785408,179200000,100000
32.155155096010844,-24.341411042944394,3.70827163105151,726.0909090909091,5,6,135936,False,55,9,d21cdff1a13f4009bacf4ef659439535,2020-11-18_00-34-23,1605677663,113.54725360870361,1010.9675192832947,18392,Govind,10.0.0.188,1010.9675192832947,0,9,4c998_00000,0,"[2.042403433476387, 2.723204577968517, 0.8510014306151661, -6.169402985074716, 0.5124137931034682, -0.1720289855072465, 1.3762318840579668, 2.7524637681159336, -0.17202898550724655, 0.0, 0.0, -0.1720289855072465, 0.0, 5.7564387464387545, 6.933646723646727, 6.594444444444424, 5.437236467236461, 7.103247863247886, 7.103247863247847, 5.257635327635338, 5.596837606837621, 31.173067484662866, 5.238895705521479, -24.341411042944394, 6.2153711790393045, 1.6227607361963148, 5.921713441654341, 7.0319631901841175, 8.113803680981617, 5.048588957055211, 3.5961349693251603, 4.834177583697207, 0.17264919941775836, 1.2085443959243096, 7.941863173216831, 5.941713441654347, 5.62660944206009, 7.135007385524395, -3.6156331877728323, 6.733318777292489, -0.34529839883552327, 5.616609442060024, 6.277410586552184, 4.644782608695638, 15.902821270309959, -1.223293943870025, 32.155155096010844, 4.85722573273506e-17, -0.17475627769572244, 3.4951255539143222, -1.5482608695652122, 0.7050746268656712, -0.3404005722460658, -0.3404005722460646, 0.17626865671641792]","[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 325, 398, 431, 449, 608, 782, 900, 900, 680, 679, 900, 22, 900, 61, 446, 451, 746, 617, 900, 900, 670, 666, 21, 31, 72, 900, 900, 900, 900, 280, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900]",2.702,71.099,7201.229,73.901,6928.232,135936,265,3607040,3604480,352,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.11090317}, {'cur_epsilon': 0.030748786}, {'cur_epsilon': 0.008525345}, {'cur_epsilon': 0.0023637195}, {'cur_epsilon': 0.00065536}]",99.76344827586207,82.90482758620689,7046,0.44,0.8754427451295717,"[0.0, 0.0, 0.0, 2.0, 4.0]",751.153,94.376,142.592,9.999999747378752e-05,0.10720298,-0.026991732,0.34608853,-0.004591813,721920,887808,179200000,100000
32.155155096010844,-37.577011494251884,2.8963171348130086,739.936507936508,8,6,151040,False,63,10,d21cdff1a13f4009bacf4ef659439535,2020-11-18_00-36-17,1605677777,113.70590090751648,1124.6734201908112,18392,Govind,10.0.0.188,1124.6734201908112,0,10,4c998_00000,0,"[1.89231884057971, 4.644782608695635, 2.064347826086956, -37.577011494251884, 4.30072463768115, -3.268550724637672, 0.683218390804598, 5.77320970042796, -0.1720289855072465, 1.3762318840579668, 2.7524637681159336, -0.17202898550724655, 0.0, 0.0, -0.1720289855072465, 0.0, 5.7564387464387545, 6.933646723646727, 6.594444444444424, 5.437236467236461, 7.103247863247886, 7.103247863247847, 5.257635327635338, 5.596837606837621, 31.173067484662866, 5.238895705521479, -24.341411042944394, 6.2153711790393045, 1.6227607361963148, 5.921713441654341, 7.0319631901841175, 8.113803680981617, 5.048588957055211, 3.5961349693251603, 4.834177583697207, 0.17264919941775836, 1.2085443959243096, 7.941863173216831, 5.941713441654347, 5.62660944206009, 7.135007385524395, -3.6156331877728323, 6.733318777292489, -0.34529839883552327, 5.616609442060024, 6.277410586552184, 4.644782608695638, 15.902821270309959, -1.223293943870025, 32.155155096010844, 4.85722573273506e-17, -0.17475627769572244, 3.4951255539143222, -1.5482608695652122, 0.7050746268656712, -0.3404005722460658, -0.3404005722460646, 0.17626865671641792, 2.042403433476387, 2.723204577968517, 0.8510014306151661, -6.169402985074716, 0.5124137931034682]","[900, 900, 900, 900, 900, 900, 900, 381, 900, 900, 900, 900, 900, 900, 900, 900, 325, 398, 431, 449, 608, 782, 900, 900, 680, 679, 900, 22, 900, 61, 446, 451, 746, 617, 900, 900, 670, 666, 21, 31, 72, 900, 900, 900, 900, 280, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900]",97.894,47.503,10778.306,145.396,3521.408,151040,295,4037632,4034560,394,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.11090317}, {'cur_epsilon': 0.030748786}, {'cur_epsilon': 0.008525345}, {'cur_epsilon': 0.0023637195}, {'cur_epsilon': 0.00065536}]",99.18413793103448,83.04137931034482,7886,0.3,0.5744562646538027,"[0.0, 0.0, 0.0, 1.0, 2.0]",782.987,101.196,136.955,9.999999747378752e-05,0.01647512,-0.039772272,0.24448714,-0.0046374556,793600,995840,179200000,100000
